Timestamp,Roll,Pitch,Yaw,GravX,GravY,GravZ,UserAccX,UserAccY,UserAccZ,GyroX,GyroY,GyroZ,TotalAccX,TotalAccY,TotalAccZ,Ground_Truth
1772192504,-0.0215,0.3404,0.1295,-0.0202,-0.3338,-0.9424,-0.1618,-0.1306,0.0214,-0.1455,0.047,0.4791,-0.182,-0.4644,-0.921,dws
1772192504,-0.0242,0.3352,0.1387,-0.0229,-0.329,-0.9441,-0.0426,0.1168,-0.0889,-0.2929,-0.2403,0.4251,-0.0655,-0.2122,-1.0329,dws
1772192504,-0.0375,0.3277,0.1463,-0.0355,-0.3219,-0.9461,-0.0546,0.0332,-0.1008,-0.4541,-0.818,0.3286,-0.0901,-0.2887,-1.047,dws
1772192504,-0.0601,0.3161,0.1513,-0.0571,-0.3109,-0.9487,-0.0604,0.0427,-0.0268,-0.6581,-1.1662,0.2337,-0.1175,-0.2681,-0.9755,dws
1772192504,-0.0836,0.2999,0.1544,-0.0797,-0.2955,-0.952,-0.1689,0.1394,-0.0313,-1.0227,-0.8117,0.1829,-0.2486,-0.1561,-0.9834,dws
1772192504,-0.0991,0.2776,0.1544,-0.0952,-0.274,-0.957,-0.1807,0.0795,-0.0937,-1.157,-0.9141,0.0195,-0.2758,-0.1946,-1.0507,dws
1772192504,-0.1142,0.256,0.1494,-0.1102,-0.2532,-0.9611,-0.1151,0.0981,-0.0463,-1.189,-0.5146,-0.2877,-0.2253,-0.1551,-1.0074,dws
1772192504,-0.1136,0.2278,0.1362,-0.1105,-0.2258,-0.9679,-0.1066,0.1966,0.0024,-1.368,-0.0997,-0.6435,-0.2171,-0.0292,-0.9655,dws
1772192504,-0.1123,0.2096,0.1182,-0.1096,-0.208,-0.972,-0.1306,0.2312,-0.1277,-0.6523,-0.2041,-0.8495,-0.2402,0.0231,-1.0997,dws
1772192504,-0.1105,0.2035,0.0995,-0.108,-0.2021,-0.9734,-0.0802,0.3217,-0.0014,-0.2612,0.0521,-0.9469,-0.1881,0.1196,-0.9748,dws
1772192504,-0.1017,0.202,0.0778,-0.0995,-0.2007,-0.9746,-0.0931,0.1593,0.0757,-0.1547,0.4573,-1.1412,-0.1925,-0.0414,-0.8988,dws
1772192504,-0.087,0.2014,0.0537,-0.0851,-0.2,-0.9761,-0.0921,0.1074,0.0289,-0.1322,0.4254,-1.2075,-0.1772,-0.0927,-0.9471,dws
1772192504,-0.0791,0.1995,0.0327,-0.0775,-0.1982,-0.9771,-0.0228,0.4074,0.0602,-0.2521,-0.0305,-0.8676,-0.1003,0.2091,-0.9169,dws
1772192504,-0.0727,0.1979,0.0147,-0.0712,-0.1966,-0.9779,-0.1167,0.0997,0.0586,0.1397,0.411,-0.8728,-0.1879,-0.0969,-0.9193,dws
1772192504,-0.0493,0.2113,0.0004,-0.0482,-0.2097,-0.9766,-0.0026,0.0452,-0.0388,1.0348,1.8815,-0.5589,-0.0508,-0.1645,-1.0154,dws
1772192504,0.0017,0.2364,-0.0035,0.0016,-0.2342,-0.9722,-0.0681,0.1588,0.1041,1.4652,2.7617,0.1243,-0.0664,-0.0754,-0.868,dws
1772192504,0.0214,0.2665,0.0003,0.0206,-0.2634,-0.9645,0.232,-0.174,-0.1252,1.3468,-0.9699,-0.0603,0.2527,-0.4374,-1.0897,dws
1772192504,-0.0066,0.2867,-0.011,-0.0064,-0.2828,-0.9592,0.1755,-0.3626,0.0213,0.7884,-1.6879,-0.7837,0.1692,-0.6454,-0.9379,dws
1772192504,-0.0298,0.3008,-0.0207,-0.0285,-0.2963,-0.9547,0.3111,-0.1405,0.2289,0.5441,-0.9933,-0.2255,0.2826,-0.4368,-0.7257,dws
1772192504,-0.0469,0.3036,-0.0264,-0.0447,-0.299,-0.9532,0.0496,-0.2842,0.301,-0.3284,-0.8926,-0.2708,0.0049,-0.5831,-0.6522,dws
1772192504,-0.0646,0.2888,-0.0289,-0.0619,-0.2848,-0.9566,0.097,-0.0877,0.3033,-1.1472,-1.0291,0.1626,0.0351,-0.3725,-0.6533,dws
1772192504,-0.0955,0.2587,-0.0168,-0.0922,-0.2558,-0.9623,-0.0884,0.0576,0.2169,-1.7362,-1.8463,1.3886,-0.1806,-0.1983,-0.7454,dws
1772192504,-0.1533,0.216,0.0213,-0.1491,-0.2143,-0.9653,-0.0822,0.279,0.4066,-1.9679,-3.2051,2.9421,-0.2314,0.0646,-0.5587,dws
1772192504,-0.2444,0.1742,0.0969,-0.2383,-0.1733,-0.9556,0.466,0.6752,-0.0398,-0.256,-4.0441,4.5756,0.2277,0.5019,-0.9954,dws
1772192505,-0.3359,0.166,0.1785,-0.3251,-0.1652,-0.9311,-0.1556,0.2284,0.02,1.4945,-3.9454,3.0882,-0.4807,0.0632,-0.9112,dws
1772192505,-0.4275,0.175,0.2333,-0.4082,-0.1741,-0.8961,-0.0442,0.0643,0.5886,1.0688,-4.3085,2.023,-0.4524,-0.1098,-0.3075,dws
1772192505,-0.5203,0.1628,0.2768,-0.4906,-0.1621,-0.8562,0.389,0.2225,0.8744,-0.2674,-4.1831,2.4072,-0.1016,0.0603,0.0182,dws
1772192505,-0.6031,0.1209,0.3079,-0.563,-0.1206,-0.8176,0.2432,0.2784,0.6647,-1.4085,-3.7655,2.3872,-0.3198,0.1578,-0.1529,dws
1772192505,-0.6802,0.0722,0.331,-0.6273,-0.0722,-0.7755,0.1653,0.367,-0.0515,-0.9792,-3.8406,2.448,-0.462,0.2949,-0.827,dws
1772192505,-0.7605,0.029,0.362,-0.689,-0.029,-0.7242,0.1385,0.4275,-0.1535,-0.2694,-3.9694,2.7546,-0.5505,0.3985,-0.8777,dws
1772192505,-0.8326,-0.0156,0.4008,-0.7396,0.0156,-0.6728,0.0594,0.2922,-0.1375,-0.1394,-3.281,3.2274,-0.6802,0.3078,-0.8103,dws
1772192505,-0.8893,-0.0684,0.4393,-0.7748,0.0683,-0.6285,-0.0776,0.0894,-0.1695,-0.3722,-2.6073,3.228,-0.8524,0.1578,-0.798,dws
1772192505,-0.9344,-0.1237,0.4718,-0.7981,0.1234,-0.5898,-0.0351,0.0665,-0.217,-0.4447,-2.4343,3.2015,-0.8332,0.1899,-0.8068,dws
1772192505,-0.9825,-0.1818,0.5037,-0.8182,0.1808,-0.5458,0.0338,0.034,-0.2,-0.3223,-2.8289,3.358,-0.7843,0.2148,-0.7458,dws
1772192505,-1.0282,-0.2393,0.5339,-0.832,0.2371,-0.5016,-0.1909,-0.0594,-0.2125,-0.3335,-2.2159,3.0136,-1.0228,0.1776,-0.7141,dws
1772192505,-1.054,-0.2899,0.5521,-0.8331,0.2858,-0.4735,-0.4409,-0.1966,-0.25,-0.7189,-0.9871,2.2855,-1.274,0.0892,-0.7235,dws
1772192505,-1.0655,-0.3333,0.5579,-0.8269,0.3272,-0.4574,-0.3929,-0.2772,-0.2663,-0.9011,-0.4099,1.8189,-1.2198,0.05,-0.7237,dws
1772192505,-1.0712,-0.371,0.5583,-0.8181,0.3626,-0.4465,-0.3518,-0.212,-0.2676,-0.8541,-0.2362,1.5747,-1.1699,0.1506,-0.7141,dws
1772192505,-1.0762,-0.4047,0.5609,-0.809,0.3937,-0.4364,-0.2948,-0.138,-0.3105,-0.5091,-0.3693,1.5137,-1.1039,0.2558,-0.7469,dws
1772192505,-1.0817,-0.4324,0.569,-0.8015,0.4191,-0.4266,-0.341,-0.1944,-0.3304,-0.1653,-0.5772,1.2667,-1.1425,0.2247,-0.757,dws
1772192505,-1.0866,-0.4519,0.579,-0.7962,0.4366,-0.4188,-0.388,-0.2178,-0.3378,0.0179,-0.2237,0.8492,-1.1842,0.2188,-0.7566,dws
1772192505,-1.0815,-0.4642,0.5858,-0.7893,0.4477,-0.4203,-0.3192,-0.164,-0.2086,-0.1067,0.4471,0.5702,-1.1085,0.2837,-0.6289,dws
1772192505,-1.0703,-0.4762,0.5867,-0.7797,0.4584,-0.4265,-0.2214,-0.1686,-0.0449,-0.3503,0.5018,0.5301,-1.0011,0.2898,-0.4714,dws
1772192505,-1.0628,-0.4865,0.5872,-0.7723,0.4675,-0.43,-0.3661,-0.1024,-0.1794,-0.0181,0.2347,0.3945,-1.1384,0.3651,-0.6094,dws
1772192505,-1.0549,-0.4901,0.5965,-0.7674,0.4707,-0.4353,-0.4632,0.0259,-0.3379,0.5425,0.211,0.3249,-1.2306,0.4966,-0.7732,dws
1772192505,-1.0388,-0.4871,0.6144,-0.7616,0.4681,-0.4482,-0.457,0.0177,-0.3499,0.96,0.6124,0.2116,-1.2186,0.4857,-0.7982,dws
1772192505,-1.0138,-0.478,0.6369,-0.7537,0.46,-0.4694,-0.4568,0.0436,-0.3032,1.2205,0.7346,0.0029,-1.2105,0.5036,-0.7725,dws
1772192505,-0.994,-0.4599,0.6618,-0.7511,0.4438,-0.4887,-0.4635,0.0094,-0.2216,1.6784,0.0338,-0.3418,-1.2146,0.4532,-0.7102,dws
1772192505,-0.9838,-0.4314,0.6923,-0.7563,0.4181,-0.5031,-0.3322,0.0985,-0.3948,2.2286,-0.1919,-0.4128,-1.0886,0.5166,-0.8979,dws
1772192505,-0.9691,-0.4002,0.7351,-0.7592,0.3896,-0.5213,-0.2518,0.2535,-0.679,2.683,-0.0367,0.0384,-1.0111,0.6431,-1.2003,dws
1772192505,-0.9557,-0.3755,0.7785,-0.7598,0.3667,-0.5368,-0.302,0.0338,-0.0149,1.9399,-0.4481,0.1639,-1.0619,0.4005,-0.5517,dws
1772192505,-0.9628,-0.3583,0.8079,-0.7687,0.3507,-0.5349,-0.0793,-0.1938,0.4551,1.3394,-1.4287,0.0931,-0.848,0.1569,-0.0798,dws
1772192505,-0.9878,-0.3523,0.8319,-0.7836,0.345,-0.5167,0.3181,0.149,0.3469,1.1865,-1.5155,0.6131,-0.4655,0.4941,-0.1698,dws
1772192505,-1.0019,-0.3419,0.8733,-0.7938,0.3352,-0.5075,0.2576,0.3992,-0.0794,1.9838,-1.545,0.5941,-0.5361,0.7345,-0.5869,dws
1772192505,-1.0114,-0.3352,0.9053,-0.8004,0.3289,-0.5012,0.0928,-0.0635,0.7042,1.2324,-0.3005,0.4098,-0.7076,0.2655,0.2031,dws
1772192505,-1.0009,-0.3274,0.9303,-0.7972,0.3216,-0.5109,0.2059,-0.02,0.26,1.1025,0.6787,0.1172,-0.5913,0.3016,-0.251,dws
1772192505,-0.985,-0.3233,0.9435,-0.7901,0.3177,-0.5242,0.408,-0.1024,0.5093,0.3454,0.4876,0.2849,-0.3821,0.2153,-0.0149,dws
1772192505,-0.9798,-0.3258,0.9541,-0.7867,0.32,-0.5279,0.6137,-0.1196,0.3075,0.0346,-0.3311,0.5645,-0.1731,0.2005,-0.2204,dws
1772192505,-0.9861,-0.3382,0.9573,-0.7867,0.3318,-0.5207,0.4937,-0.3052,0.2998,-0.1379,-0.3891,0.4848,-0.293,0.0266,-0.2209,dws
1772192505,-0.99,-0.3438,0.9599,-0.7871,0.3371,-0.5166,0.1858,-0.3608,-0.0767,-0.0034,-0.0472,0.1012,-0.6013,-0.0238,-0.5933,dws
1772192505,-0.988,-0.343,0.962,-0.7863,0.3363,-0.5183,-0.1941,-0.2484,-0.2448,0.1348,0.0865,-0.0181,-0.9804,0.0879,-0.7631,dws
1772192505,-0.9907,-0.3421,0.964,-0.7879,0.3355,-0.5163,-0.318,-0.2183,-0.1534,0.1544,-0.5671,0.1122,-1.1059,0.1172,-0.6698,dws
1772192505,-1.005,-0.3433,0.9711,-0.7949,0.3366,-0.5048,-0.1712,0.0657,-0.0836,0.2577,-0.9781,0.3321,-0.9661,0.4023,-0.5884,dws
1772192505,-1.0195,-0.342,0.9746,-0.8025,0.3354,-0.4934,-0.3715,0.115,0.1713,0.0422,-0.5305,-0.3964,-1.174,0.4504,-0.3221,dws
1772192505,-1.0317,-0.3304,0.9623,-0.8117,0.3244,-0.4856,-0.2288,0.145,0.3635,-0.3702,-0.4674,-1.0713,-1.0405,0.4694,-0.1221,dws
1772192505,-1.0543,-0.3125,0.9465,-0.8274,0.3074,-0.4699,-0.22,0.2681,-0.1331,0.039,-1.09,-1.2085,-1.0475,0.5755,-0.603,dws
1772192505,-1.0701,-0.2939,0.9367,-0.8396,0.2896,-0.4595,0.0696,0.2538,-0.2799,-0.2446,-0.0535,-0.5398,-0.7701,0.5435,-0.7394,dws
1772192505,-1.0709,-0.2948,0.9334,-0.8398,0.2905,-0.4586,0.5506,0.4269,-0.2569,-0.061,-0.2751,0.2044,-0.2891,0.7175,-0.7155,dws
1772192505,-1.0687,-0.2955,0.9394,-0.8386,0.2912,-0.4604,0.0102,0.1752,-0.4397,0.701,0.1623,0.2291,-0.8284,0.4664,-0.9001,dws
1772192505,-1.0548,-0.3052,0.9444,-0.8296,0.3005,-0.4706,0.31,-0.0575,0.5445,-0.3155,0.9309,0.5863,-0.5196,0.243,0.0739,dws
1772192505,-1.0396,-0.3143,0.9454,-0.82,0.3091,-0.4817,0.1153,-0.0206,0.2026,-0.1921,0.6795,0.3617,-0.7047,0.2885,-0.2792,dws
1772192505,-1.0275,-0.3242,0.944,-0.8114,0.3185,-0.49,0.2983,-0.0926,0.3046,-0.4439,0.462,0.415,-0.5131,0.2259,-0.1854,dws
1772192505,-1.0236,-0.3399,0.9397,-0.8051,0.3334,-0.4906,0.5941,-0.246,0.3947,-0.6811,0.01,0.8146,-0.211,0.0874,-0.0959,dws
1772192505,-1.0355,-0.368,0.9384,-0.8025,0.3597,-0.476,0.5489,-0.1617,0.2457,-0.999,-1.1542,1.7286,-0.2536,0.198,-0.2303,dws
1772192506,-1.0717,-0.4221,0.9352,-0.8009,0.4097,-0.4366,0.6699,-0.0531,0.3804,-2.0806,-2.2927,2.8037,-0.131,0.3566,-0.0562,dws
1772192506,-1.1311,-0.4951,0.9155,-0.7962,0.4752,-0.3745,0.2384,-0.1111,0.0547,-2.883,-2.8736,2.8066,-0.5578,0.3641,-0.3199,dws
1772192506,-1.2024,-0.5629,0.8787,-0.789,0.5336,-0.3045,-0.0896,0.052,-0.4404,-2.4132,-2.3907,2.252,-0.8786,0.5856,-0.7449,dws
1772192506,-1.2597,-0.6203,0.8535,-0.7746,0.5813,-0.2491,-0.0192,0.3213,-0.3863,-1.7309,-1.9135,2.3541,-0.7939,0.9026,-0.6354,dws
1772192506,-1.3109,-0.6725,0.8267,-0.756,0.623,-0.201,-0.1423,0.0027,-0.0716,-1.825,-1.5885,2.1635,-0.8983,0.6257,-0.2726,dws
1772192506,-1.3546,-0.7199,0.7918,-0.7344,0.6593,-0.1613,-0.4396,-0.2133,0.3323,-1.9391,-0.3383,1.8451,-1.174,0.446,0.171,dws
1772192506,-1.3727,-0.7662,0.7555,-0.7065,0.6934,-0.1418,-0.5125,-0.0649,0.1028,-1.5644,0.5863,2.0215,-1.219,0.6285,-0.039,dws
1772192506,-1.3857,-0.8,0.7281,-0.6848,0.7174,-0.1282,-0.7397,0.5059,-0.2207,-0.971,0.0829,1.2624,-1.4245,1.2233,-0.3489,dws
1772192506,-1.3907,-0.8278,0.7195,-0.6656,0.7364,-0.1212,-0.4457,0.2173,-0.0866,-0.151,0.181,1.4386,-1.1113,0.9538,-0.2078,dws
1772192506,-1.3782,-0.8547,0.7277,-0.6443,0.7543,-0.1257,-0.1472,-0.0738,0.1859,0.0538,0.3982,1.2435,-0.7915,0.6806,0.0602,dws
1772192506,-1.3661,-0.8801,0.7356,-0.6238,0.7708,-0.1295,0.1951,-0.1237,0.1212,-0.0082,0.1267,1.4426,-0.4287,0.6471,-0.0083,dws
1772192506,-1.3589,-0.9102,0.7487,-0.5999,0.7896,-0.129,0.1165,-0.185,0.0275,0.196,-0.3094,1.6016,-0.4834,0.6046,-0.1015,dws
1772192506,-1.3579,-0.9427,0.7656,-0.5743,0.8092,-0.1241,-0.1144,-0.1786,0.0225,0.0958,-0.8473,1.7918,-0.6887,0.6306,-0.1016,dws
1772192506,-1.368,-0.9789,0.7869,-0.5465,0.8299,-0.1124,-0.001,0.1188,-0.3994,0.1236,-2.3843,2.6175,-0.5475,0.9486,-0.5118,dws
1772192506,-1.3957,-1.0291,0.7956,-0.5077,0.8568,-0.0898,-0.5193,0.1815,-0.2484,0.1137,-0.9255,1.2241,-1.027,1.0383,-0.3382,dws
1772192506,-1.3842,-1.047,0.8225,-0.4915,0.8659,-0.0928,0.0947,0.2994,0.1016,0.6935,-0.3806,0.977,-0.3968,1.1653,0.0088,dws
1772192506,-1.3658,-1.0593,0.8457,-0.4792,0.872,-0.0996,0.0606,0.113,0.2251,0.1769,0.1148,0.5276,-0.4187,0.985,0.1255,dws
1772192506,-1.3542,-1.0666,0.8518,-0.4718,0.8756,-0.1038,0.1202,-0.0516,0.0481,-0.0218,0.3081,0.3288,-0.3516,0.824,-0.0557,dws
1772192506,-1.351,-1.0737,0.8524,-0.4654,0.879,-0.104,-0.1105,-0.2199,0.1031,-0.0654,0.0502,0.4118,-0.5759,0.6591,-0.0008,dws
1772192506,-1.3458,-1.0846,0.8544,-0.4555,0.8841,-0.1043,-0.2424,-0.3751,0.0878,-0.1477,0.4451,0.7951,-0.6979,0.509,-0.0164,dws
1772192506,-1.3399,-1.1046,0.8457,-0.4376,0.8933,-0.1029,-0.5196,-0.3285,0.078,-0.7443,0.9785,0.9131,-0.9572,0.5648,-0.0249,dws
1772192506,-1.3522,-1.1254,0.8082,-0.4205,0.9024,-0.0934,-0.3168,-0.216,-0.0473,-1.1877,1.1779,0.7201,-0.7374,0.6864,-0.1407,dws
1772192506,-1.3794,-1.1368,0.7553,-0.4128,0.9073,-0.08,-0.1286,0.1796,-0.0111,-1.1283,0.669,-0.0318,-0.5414,1.0869,-0.0911,dws
1772192506,-1.4062,-1.1377,0.7206,-0.414,0.9077,-0.0687,0.4022,0.6915,0.0028,-0.3485,-0.1754,0.0147,-0.0118,1.5992,-0.0659,dws
1772192506,-1.4212,-1.1365,0.7079,-0.4161,0.9072,-0.0627,0.0177,0.3319,0.0576,-0.2529,0.148,-0.2469,-0.3984,1.239,-0.0051,dws
1772192506,-1.4143,-1.1269,0.6964,-0.4242,0.9031,-0.0669,-0.219,0.0428,-0.1057,-0.0347,1.567,-0.8191,-0.6432,0.9459,-0.1726,dws
1772192506,-1.3809,-1.1095,0.692,-0.4371,0.8955,-0.084,-0.0397,0.0573,0.134,0.1083,2.0184,-0.8085,-0.4768,0.9528,0.05,dws
1772192506,-1.3427,-1.1009,0.6967,-0.4411,0.8916,-0.1024,0.2976,-0.12,-0.0016,0.2669,1.2568,0.1974,-0.1435,0.7716,-0.104,dws
1772192506,-1.3076,-1.1188,0.719,-0.4217,0.8996,-0.1136,0.313,-0.129,-0.0634,0.2622,0.3559,1.6602,-0.1087,0.7706,-0.177,dws
1772192506,-1.2757,-1.1528,0.75,-0.3884,0.9139,-0.1181,0.0256,-0.1756,0.0205,0.0223,0.0943,1.8452,-0.3628,0.7383,-0.0976,dws
1772192506,-1.2533,-1.1867,0.7731,-0.356,0.9271,-0.117,0.0042,-0.1756,0.0229,-0.1602,0.0225,1.7158,-0.3518,0.7515,-0.094,dws
1772192506,-1.2338,-1.2196,0.7886,-0.3247,0.939,-0.1138,-0.0558,-0.1284,0.0258,-0.3519,0.5242,1.553,-0.3805,0.8105,-0.088,dws
1772192506,-1.2156,-1.2477,0.7955,-0.2977,0.9482,-0.1104,-0.002,-0.0351,0.0548,-0.3871,0.5475,1.2064,-0.2997,0.9131,-0.0556,dws
1772192506,-1.1976,-1.27,0.8079,-0.2759,0.9551,-0.108,0.2463,-0.4474,-0.1761,0.0224,-0.0787,1.0049,-0.0295,0.5078,-0.2841,dws
1772192506,-1.1988,-1.287,0.8176,-0.2608,0.96,-0.1018,0.1321,-0.2749,0.2442,-0.5903,-0.812,0.7124,-0.1287,0.6851,0.1424,dws
1772192506,-1.2296,-1.3016,0.7979,-0.2506,0.964,-0.089,0.0466,-0.407,-0.2089,-0.1639,-0.151,0.4769,-0.204,0.557,-0.2979,dws
1772192506,-1.2359,-1.3108,0.7885,-0.2428,0.9664,-0.0845,-0.075,-0.4255,0.1287,-0.7485,0.2988,0.3603,-0.3178,0.5409,0.0442,dws
1772192506,-1.3111,-1.3268,0.7018,-0.2335,0.9704,-0.062,0.0205,-0.3479,0.1432,-1.6647,0.4538,0.5797,-0.213,0.6224,0.0811,dws
1772192506,-1.4334,-1.3474,0.573,-0.2194,0.9752,-0.0303,0.1141,-0.3585,-0.0205,-1.5197,-0.1143,0.829,-0.1053,0.6166,-0.0509,dws
1772192506,-1.5222,-1.3594,0.4843,-0.2095,0.9777,-0.0102,0.1,-0.3007,-0.0133,-0.562,-0.1175,0.0169,-0.1096,0.677,-0.0235,dws
1772192506,-1.5856,-1.3535,0.424,-0.2155,0.9765,0.0032,0.1231,-0.3037,0.1763,-0.9165,-0.2218,-0.3796,-0.0924,0.6728,0.1795,dws
1772192506,-1.7068,-1.3622,0.3008,-0.2052,0.9783,0.0281,0.3077,-0.2407,-0.1895,-1.6467,-0.1922,1.7076,0.1025,0.7376,-0.1615,dws
1772192506,-1.9682,-1.4042,0.0467,-0.1529,0.9861,0.0642,0.2796,-0.4294,-0.0872,-2.0208,-0.4549,3.2354,0.1266,0.5567,-0.0231,dws
1772192506,-2.3285,-1.4452,-0.3214,-0.091,0.9921,0.0861,0.0825,-0.1029,0.1457,-0.1433,1.0984,3.0089,-0.0085,0.8892,0.2317,dws
1772192506,-2.7121,-1.4787,-0.7486,-0.0383,0.9958,0.0836,0.06,0.02,0.1102,-0.0472,2.7365,2.6308,0.0217,1.0157,0.1938,dws
1772192506,3.0419,-1.4966,-1.3158,0.0074,0.9972,0.0738,-0.0467,0.3072,-0.1729,1.5125,-0.64,2.4293,-0.0393,1.3045,-0.0991,dws
1772192506,2.2933,-1.5062,-1.9962,0.0484,0.9979,0.0427,-0.0322,4.4608,-0.4301,0.6616,-4.8025,0.7788,0.0162,5.4587,-0.3874,dws
1772192506,2.1732,-1.5124,-2.042,0.0481,0.9983,0.0331,-0.2069,0.3509,-0.1074,0.3651,-2.5217,-0.5787,-0.1588,1.3492,-0.0743,dws
1772192506,2.1657,-1.5216,-2.0341,0.0407,0.9988,0.0276,0.0699,-0.5217,0.733,-0.2555,0.8062,-0.1427,0.1107,0.4771,0.7606,dws
1772192506,2.4237,-1.5105,-1.8031,0.0396,0.9982,0.0454,0.0049,-0.0935,0.2134,-1.137,1.6245,0.0622,0.0445,0.9047,0.2587,dws
1772192506,2.5896,-1.4975,-1.6652,0.0384,0.9973,0.0624,0.0189,0.1,-0.3647,-0.3586,1.0735,-0.0478,0.0573,1.0973,-0.3023,dws
1772192507,2.639,-1.497,-1.6299,0.0355,0.9973,0.0647,0.1066,-0.0306,-0.2097,0.0823,0.4198,-0.1298,0.1421,0.9667,-0.1451,dws
1772192507,2.6556,-1.4998,-1.6185,0.0331,0.9975,0.0627,0.0966,-0.0546,0.0568,0.0864,0.2023,-0.0649,0.1297,0.9429,0.1195,dws
1772192507,2.6674,-1.4999,-1.6128,0.0324,0.9975,0.063,0.0808,-0.0063,0.1239,-0.1107,0.3972,-0.003,0.1131,0.9912,0.187,dws
1772192507,2.6921,-1.4971,-1.5968,0.032,0.9973,0.0663,0.0193,0.0464,0.0518,-0.1419,0.4269,0.0203,0.0513,1.0437,0.1181,dws
1772192507,2.7163,-1.4946,-1.5813,0.0314,0.9971,0.0694,-0.0291,-0.0173,0.0029,-0.1639,0.4463,0.0377,0.0023,0.9798,0.0723,dws
1772192507,2.7596,-1.4915,-1.5473,0.0295,0.9969,0.0735,-0.0487,0.0391,0.0279,-0.1997,0.5186,-0.0795,-0.0191,1.036,0.1015,dws
1772192507,2.7989,-1.4885,-1.5173,0.0276,0.9966,0.0774,-0.0048,0.0349,0.0658,-0.1643,0.3833,-0.0236,0.0229,1.0315,0.1432,dws
1772192507,2.8273,-1.485,-1.4955,0.0265,0.9963,0.0815,-0.0239,0.0494,0.1079,-0.2408,0.3698,-0.0532,0.0026,1.0457,0.1894,dws
1772192507,2.8746,-1.4797,-1.4578,0.024,0.9959,0.0877,-0.0388,0.0436,0.082,-0.3567,0.6319,-0.1198,-0.0148,1.0394,0.1697,dws
1772192507,2.9388,-1.4727,-1.4062,0.0197,0.9952,0.096,-0.0636,0.0145,0.0864,-0.4343,0.6378,-0.193,-0.0439,1.0096,0.1824,dws
1772192507,3.0083,-1.4644,-1.3503,0.0141,0.9943,0.1053,-0.0572,0.0143,0.0432,-0.5057,0.7453,-0.2231,-0.043,1.0086,0.1485,dws
1772192507,3.0705,-1.4534,-1.3021,0.0083,0.9931,0.1168,-0.008,0.0523,0.1119,-0.6589,0.6171,-0.2108,0.0003,1.0454,0.2287,dws
1772192507,3.1297,-1.4375,-1.2614,0.0016,0.9911,0.1329,0.0788,-0.0006,0.0518,-0.7305,0.8821,-0.2058,0.0804,0.9905,0.1847,dws
1772192507,-3.1105,-1.423,-1.2345,-0.0046,0.9891,0.1472,0.1515,-0.0458,-0.0274,-0.7326,0.7873,-0.1613,0.147,0.9433,0.1198,dws
1772192507,-3.0876,-1.4088,-1.2242,-0.0087,0.9869,0.1611,0.1087,-0.0593,-0.1086,-0.6136,0.5367,-0.049,0.1,0.9276,0.0524,dws
1772192507,-3.0766,-1.3997,-1.2237,-0.0111,0.9854,0.1699,0.0369,-0.05,-0.1723,-0.3278,0.5302,-0.0233,0.0258,0.9354,-0.0024,dws
1772192507,-3.0672,-1.3943,-1.2242,-0.013,0.9845,0.1751,-0.0049,-0.0572,-0.0844,-0.2201,0.4494,-0.0043,-0.0179,0.9273,0.0907,dws
1772192507,-3.06,-1.3909,-1.2243,-0.0146,0.9839,0.1783,-0.0152,-0.0797,-0.1145,-0.1043,0.3059,-0.025,-0.0298,0.9041,0.0638,dws
